	date	id	type	hash	latitude	longitude
169145	2015-05-12 04:43:30	4906	bus	86	50.524086	50.944244
169146	2015-05-12 04:44:50	4906	bus	86	50.522442	50.953656
169147	2015-05-12 04:45:50	4906	bus	86	50.524032	50.955463
169148	2015-05-12 04:47:10	4906	bus	86	50.527435	50.95555
169149	2015-05-12 04:48:10	4906	bus	86	50.530708000000004	50.957137
169150	2015-05-12 04:49:10	4906	bus	86	50.530654999999996	50.962920000000004
169151	2015-05-12 04:50:11	4906	bus	86	50.530516999999996	50.969854
169152	2015-05-12 04:51:10	4906	bus	86	50.530456	50.977756
169153	2015-05-12 04:52:11	4906	bus	86	50.532032	50.979259000000006
169154	2015-05-12 04:55:31	4906	bus	86	50.530307	50.988202
169155	2015-05-12 04:56:51	4906	bus	86	50.528701	50.995321000000004
169156	2015-05-12 04:57:51	4906	bus	86	50.528602	50.995761
169157	2015-05-12 05:01:11	4906	bus	86	50.531921000000004	51.001714
169158	2015-05-12 05:03:11	4906	bus	86	50.531883	51.01214
169159	2015-05-12 05:04:11	4906	bus	86	50.531734	51.01398
169160	2015-05-12 05:06:12	4906	bus	86	50.531852	51.019014
169161	2015-05-12 05:07:11	4906	bus	86	50.531841	51.021819
169162	2015-05-12 05:08:11	4906	bus	86	50.53183	51.027339000000005
169163	2015-05-12 05:10:12	4906	bus	86	50.531833	51.041148
169164	2015-05-12 05:11:11	4906	bus	86	50.531971	51.049165
169165	2015-05-12 05:12:12	4906	bus	86	50.532154	51.04918
169166	2015-05-12 05:15:51	4906	bus	86	50.531864	51.046642
169167	2015-05-12 05:16:51	4906	bus	86	50.531929	51.0454
169168	2015-05-12 05:17:51	4906	bus	86	50.531940000000006	51.036836
169169	2015-05-12 05:18:52	4906	bus	86	50.531940000000006	51.035987
169170	2015-05-12 05:20:52	4906	bus	86	50.531967	51.021778999999995
169171	2015-05-12 05:23:12	4906	bus	86	50.531997	51.010156
169172	2015-05-12 05:24:12	4906	bus	86	50.531940000000006	51.003097
169173	2015-05-12 05:25:12	4906	bus	86	50.532009	51.002466999999996
169174	2015-05-12 05:27:32	4906	bus	86	50.528484000000006	50.996345
169175	2015-05-12 05:28:33	4906	bus	86	50.526569	50.993358
169176	2015-05-12 05:29:52	4906	bus	86	50.526610999999995	50.98639
169177	2015-05-12 05:30:52	4906	bus	86	50.526748	50.978715
169178	2015-05-12 05:32:53	4906	bus	86	50.530227000000004	50.973929999999996
169179	2015-05-12 05:33:52	4906	bus	86	50.530372	50.972592999999996
169180	2015-05-12 05:35:52	4906	bus	86	50.530651	50.959327
169181	2015-05-12 05:38:15	4906	bus	86	50.528705	50.955465000000004
169182	2015-05-12 05:39:13	4906	bus	86	50.527862	50.955354
169183	2015-05-12 05:41:13	4906	bus	86	50.522472	50.953288
169184	2015-05-12 05:42:13	4906	bus	86	50.52407	50.946578
169185	2015-05-12 05:43:32	4906	bus	86	50.5242	50.940849
169186	2015-05-12 05:44:33	4906	bus	86	50.524017	50.938054
169187	2015-05-12 05:47:33	4906	bus	86	50.514709	50.936609000000004
169188	2015-05-12 05:48:33	4906	bus	86	50.514148	50.936425
169189	2015-05-12 05:50:53	4906	bus	86	50.508247	50.936151
169190	2015-05-12 05:52:53	4906	bus	86	50.50473	50.938438
169191	2015-05-12 05:54:14	4906	bus	86	50.504493	50.944951
169192	2015-05-12 05:55:13	4906	bus	86	50.504226	50.953790000000005
169193	2015-05-12 05:56:13	4906	bus	86	50.504059000000005	50.958549
169194	2015-05-12 05:57:13	4906	bus	86	50.503956	50.959354
169195	2015-05-12 06:00:13	4906	bus	86	50.503944	50.959775
169196	2015-05-12 06:01:34	4906	bus	86	50.503868	50.962178
169197	2015-05-12 06:03:35	4906	bus	86	50.505657	50.970109
169198	2015-05-12 06:09:58	4906	bus	86	50.506384999999995	50.96869
169199	2015-05-12 06:15:55	4906	bus	86	50.504596	50.943403
169200	2015-05-12 06:17:14	4906	bus	86	50.504898	50.936607
169201	2015-05-12 06:20:15	4906	bus	86	50.514106	50.936364000000005
169202	2015-05-12 06:21:16	4906	bus	86	50.515838	50.936492
169203	2015-05-12 06:22:38	4906	bus	86	50.5214	50.937768
169204	2015-05-12 06:23:34	4906	bus	86	50.524273	50.938916
169205	2015-05-12 06:24:35	4906	bus	86	50.524165999999994	50.944427000000005
169206	2015-05-12 06:25:35	4906	bus	86	50.522445000000005	50.954036
169207	2015-05-12 06:26:36	4906	bus	86	50.522751	50.955518
169208	2015-05-12 06:29:54	4906	bus	86	50.527637	50.955615
169209	2015-05-12 06:31:55	4906	bus	86	50.530658	50.958315999999996
169210	2015-05-12 06:32:55	4906	bus	86	50.530666	50.96512
169211	2015-05-12 06:33:56	4906	bus	86	50.53067	50.96763
169212	2015-05-12 06:34:55	4906	bus	86	50.530338	50.973966
169213	2015-05-12 06:36:55	4906	bus	86	50.5321	50.97932
169214	2015-05-12 06:41:35	4906	bus	86	50.530227000000004	50.999248
169215	2015-05-12 06:42:35	4906	bus	86	50.530967	51.000329
169216	2015-05-12 06:43:55	4906	bus	86	50.531859999999995	51.002317
169217	2015-05-12 06:45:55	4906	bus	86	50.531849	51.012347
169218	2015-05-12 06:47:55	4906	bus	86	50.531246	51.016517
169219	2015-05-12 06:48:55	4906	bus	86	50.531837	51.019595
169220	2015-05-12 06:49:55	4906	bus	86	50.531875	51.026212
169221	2015-05-12 06:50:55	4906	bus	86	50.531849	51.028974
169222	2015-05-12 06:52:15	4906	bus	86	50.531929	51.039388
169223	2015-05-12 06:53:15	4906	bus	86	50.531875	51.048618
169224	2015-05-12 06:54:16	4906	bus	86	50.533359000000004	51.049054
169225	2015-05-12 06:55:15	4906	bus	86	50.533229999999996	51.047481
169226	2015-05-12 06:57:35	4906	bus	86	50.531940000000006	51.037618
169227	2015-05-12 06:59:36	4906	bus	86	50.531913	51.026047999999996
169228	2015-05-12 07:00:36	4906	bus	86	50.531985999999996	51.018421999999994
169229	2015-05-12 07:01:36	4906	bus	86	50.532066	51.013006
169230	2015-05-12 07:02:56	4906	bus	86	50.532047	51.007657
169231	2015-05-12 07:03:56	4906	bus	86	50.532005	51.003135
169232	2015-05-12 07:04:56	4906	bus	86	50.532009	51.001729
169233	2015-05-12 07:06:56	4906	bus	86	50.528843	50.996957
169234	2015-05-12 07:09:56	4906	bus	86	50.526855	50.976232
169235	2015-05-12 07:11:16	4906	bus	86	50.528831	50.973913
169236	2015-05-12 07:12:16	4906	bus	86	50.53038	50.972142
169237	2015-05-12 07:15:36	4906	bus	86	50.5307	50.955976
169238	2015-05-12 07:16:36	4906	bus	86	50.528597999999995	50.955467999999996
169239	2015-05-12 07:17:36	4906	bus	86	50.527649	50.955337
169240	2015-05-12 07:18:56	4906	bus	86	50.527225	50.955304
169241	2015-05-12 07:22:16	4906	bus	86	50.522819	50.952226
169242	2015-05-12 07:23:16	4906	bus	86	50.524116	50.944671
169243	2015-05-12 07:24:16	4906	bus	86	50.524177	50.9386
169244	2015-05-12 07:25:37	4906	bus	86	50.520922999999996	50.938072
169245	2015-05-12 07:26:36	4906	bus	86	50.517234	50.937928
169246	2015-05-12 07:27:37	4906	bus	86	50.514961	50.936614
169247	2015-05-12 07:28:37	4906	bus	86	50.513263	50.936481
169248	2015-05-12 07:29:37	4906	bus	86	50.509369	50.936324
169249	2015-05-12 07:30:41	4906	bus	86	50.505146	50.936113
169250	2015-05-12 07:31:57	4906	bus	86	50.504829	50.938251
169251	2015-05-12 07:33:57	4906	bus	86	50.504047	50.958346999999996
169252	2015-05-12 07:34:57	4906	bus	86	50.503956	50.959354
169253	2015-05-12 07:42:18	4906	bus	86	50.505596000000004	50.969592
169254	2015-05-12 07:52:03	4906	bus	86	50.505432	50.969829
169255	2015-05-12 08:01:18	4906	bus	86	50.505623	50.969611
169256	2015-05-12 08:02:18	4906	bus	86	50.50563	50.969617
169257	2015-05-12 08:07:38	4906	bus	86	50.505657	50.969636
169258	2015-05-12 08:08:38	4906	bus	86	50.505665	50.969642
169259	2015-05-12 08:09:38	4906	bus	86	50.505672	50.96965
169260	2015-05-12 08:10:38	4906	bus	86	50.505684	50.969654999999996
169261	2015-05-12 08:14:39	4906	bus	86	50.505684	50.969657
169262	2015-05-12 08:17:59	4906	bus	86	50.505794	50.969737
169263	2015-05-12 08:21:19	4906	bus	86	50.503887	50.964185
169264	2015-05-12 08:22:19	4906	bus	86	50.504265000000004	50.951141
169265	2015-05-12 08:23:19	4906	bus	86	50.504612	50.943028999999996
169266	2015-05-12 08:24:19	4906	bus	86	50.505607	50.936009999999996
169267	2015-05-12 08:25:39	4906	bus	86	50.509346	50.936096
169268	2015-05-12 08:26:39	4906	bus	86	50.51194	50.936322
169269	2015-05-12 08:27:39	4906	bus	86	50.515128999999995	50.936516999999995
169270	2015-05-12 08:28:41	4906	bus	86	50.51952	50.937726
169271	2015-05-12 08:29:39	4906	bus	86	50.521578999999996	50.937934000000006
169272	2015-05-12 08:31:59	4906	bus	86	50.524093	50.947393
169273	2015-05-12 08:34:19	4906	bus	86	50.524353000000005	50.955515999999996
169274	2015-05-12 08:35:20	4906	bus	86	50.525551	50.955467
169275	2015-05-12 08:36:59	4906	bus	86	50.526306	50.955478
169276	2015-05-12 08:39:19	4906	bus	86	50.530735	50.956191
169277	2015-05-12 08:40:40	4906	bus	86	50.530674	50.961504999999995
169278	2015-05-12 08:41:40	4906	bus	86	50.530601000000004	50.966068
169279	2015-05-12 08:42:40	4906	bus	86	50.530468	50.973563
169280	2015-05-12 08:43:40	4906	bus	86	50.530288	50.976619
169281	2015-05-12 08:47:00	4906	bus	86	50.529133	50.994327
169282	2015-05-12 08:47:41	4906	bus	86	50.529545	50.998149
169283	2015-05-12 08:49:00	4906	bus	86	50.53136	51.000898
169284	2015-05-12 08:50:01	4906	bus	86	50.531859999999995	51.002317
169285	2015-05-12 08:51:00	4906	bus	86	50.531856	51.006206
169286	2015-05-12 08:53:00	4906	bus	86	50.531444	51.014955
169287	2015-05-12 08:54:00	4906	bus	86	50.531391	51.017602000000004
169288	2015-05-12 08:55:00	4906	bus	86	50.531871	51.021755
169289	2015-05-12 08:56:00	4906	bus	86	50.531849	51.029454
169290	2015-05-12 08:57:00	4906	bus	86	50.531814000000004	51.035953000000006
169291	2015-05-12 08:58:20	4906	bus	86	50.53181	51.036840000000005
169292	2015-05-12 09:00:21	4906	bus	86	50.532165	51.049236
169293	2015-05-12 09:01:21	4906	bus	86	50.534003999999996	51.049037
169294	2015-05-12 09:02:40	4906	bus	86	50.534282	51.048497
169295	2015-05-12 09:05:40	4906	bus	86	50.531933	51.041902
169296	2015-05-12 09:07:42	4906	bus	86	50.531954999999996	51.02811
169297	2015-05-12 09:09:41	4906	bus	86	50.531948	51.018884
169298	2015-05-12 09:10:41	4906	bus	86	50.532013	51.013532
169299	2015-05-12 09:11:41	4906	bus	86	50.532028000000004	51.010585
169300	2015-05-12 09:12:41	4906	bus	86	50.531940000000006	51.005058
169301	2015-05-12 09:14:01	4906	bus	86	50.532013	51.001844
169302	2015-05-12 09:18:21	4906	bus	86	50.52668	50.984794
169303	2015-05-12 09:19:22	4906	bus	86	50.526866999999996	50.975934
169304	2015-05-12 09:20:22	4906	bus	86	50.529196999999996	50.973989
169305	2015-05-12 09:21:22	4906	bus	86	50.530361	50.972972
169306	2015-05-12 09:24:42	4906	bus	86	50.530712	50.956346
169307	2015-05-12 09:25:42	4906	bus	86	50.529537	50.955413
169308	2015-05-12 09:26:42	4906	bus	86	50.526577	50.955184
169309	2015-05-12 09:28:02	4906	bus	86	50.522667	50.955247
169310	2015-05-12 09:28:41	4906	bus	86	50.522518	50.953174
169311	2015-05-12 09:29:42	4906	bus	86	50.524105	50.946622
169312	2015-05-12 09:30:42	4906	bus	86	50.524189	50.941217
169313	2015-05-12 09:31:43	4906	bus	86	50.523708	50.938039
169314	2015-05-12 09:35:02	4906	bus	86	50.514198	50.936458
169315	2015-05-12 09:36:02	4906	bus	86	50.511511999999996	50.936429
169316	2015-05-12 09:37:02	4906	bus	86	50.509159000000004	50.936285999999996
169317	2015-05-12 09:38:02	4906	bus	86	50.504841	50.936149
169318	2015-05-12 09:39:02	4906	bus	86	50.504532	50.94288
169319	2015-05-12 09:41:03	4906	bus	86	50.504084999999996	50.955219
169320	2015-05-12 09:43:22	4906	bus	86	50.503952000000005	50.960853
169321	2015-05-12 09:44:23	4906	bus	86	50.503826000000004	50.963575
169322	2015-05-12 09:46:22	4906	bus	86	50.505695	50.969913
169323	2015-05-12 10:36:44	4906	bus	86	50.505623	50.968146999999995
169324	2015-05-12 10:40:05	4906	bus	86	50.504127000000004	50.956624
169325	2015-05-12 10:42:05	4906	bus	86	50.504715000000004	50.939256
169326	2015-05-12 10:43:05	4906	bus	86	50.505615	50.935905
169327	2015-05-12 10:44:27	4906	bus	86	50.509781	50.936195
169328	2015-05-12 10:45:25	4906	bus	86	50.513759	50.936345
169329	2015-05-12 10:46:25	4906	bus	86	50.514206	50.936429
169330	2015-05-12 10:48:25	4906	bus	86	50.521353999999995	50.937736
169331	2015-05-12 10:49:45	4906	bus	86	50.524265	50.939801
169332	2015-05-12 10:50:45	4906	bus	86	50.524097	50.946573
169333	2015-05-12 10:52:05	4906	bus	86	50.522506	50.955573
169334	2015-05-12 10:53:05	4906	bus	86	50.524692	50.955465000000004
169335	2015-05-12 10:54:05	4906	bus	86	50.527557	50.955554
169336	2015-05-12 10:55:05	4906	bus	86	50.530552	50.955697
169337	2015-05-12 10:56:05	4906	bus	86	50.530735	50.958366
169338	2015-05-12 10:57:05	4906	bus	86	50.530571	50.963355
169339	2015-05-12 10:59:05	4906	bus	86	50.530491	50.970287
169340	2015-05-12 11:00:06	4906	bus	86	50.530334	50.974153
169341	2015-05-12 11:01:05	4906	bus	86	50.530281	50.977002
169342	2015-05-12 11:04:05	4906	bus	86	50.529552	50.991546
169343	2015-05-12 11:06:25	4906	bus	86	50.531578	51.001216
169344	2015-05-12 11:07:25	4906	bus	86	50.531859999999995	51.002159999999996
169345	2015-05-12 11:09:25	4906	bus	86	50.531849	51.012971
169346	2015-05-12 11:11:46	4906	bus	86	50.531944	51.021629
169347	2015-05-12 11:12:49	4906	bus	86	50.53183	51.027339000000005
169348	2015-05-12 11:15:06	4906	bus	86	50.53181	51.041919
169349	2015-05-12 11:17:06	4906	bus	86	50.531788	51.048572
169350	2015-05-12 11:20:28	4906	bus	86	50.5321	51.047595
169351	2015-05-12 11:21:26	4906	bus	86	50.531925	51.045809999999996
169352	2015-05-12 11:22:26	4906	bus	86	50.531929	51.044346999999995
169353	2015-05-12 11:23:30	4906	bus	86	50.531933	51.043003999999996
169354	2015-05-12 11:24:26	4906	bus	86	50.531940000000006	51.037321999999996
169355	2015-05-12 11:26:46	4906	bus	86	50.531925	51.024513
169356	2015-05-12 11:27:46	4906	bus	86	50.531994	51.019407
169357	2015-05-12 11:28:46	4906	bus	86	50.532066	51.012569
169358	2015-05-12 11:29:48	4906	bus	86	50.532032	51.007945
169359	2015-05-12 11:30:46	4906	bus	86	50.532009	51.002471
169360	2015-05-12 11:31:46	4906	bus	86	50.532013	51.001823
169361	2015-05-12 11:34:07	4906	bus	86	50.528675	50.996711
169362	2015-05-12 11:36:06	4906	bus	86	50.526610999999995	50.985294
169363	2015-05-12 11:37:07	4906	bus	86	50.526794	50.976615
169364	2015-05-12 11:38:07	4906	bus	86	50.527854999999995	50.973817
169365	2015-05-12 11:39:27	4906	bus	86	50.530285	50.972926
169366	2015-05-12 11:40:27	4906	bus	86	50.530506	50.966863000000004
169367	2015-05-12 11:41:27	4906	bus	86	50.530513	50.962047
169368	2015-05-12 11:42:27	4906	bus	86	50.530639	50.956296
170589	2015-05-12 12:46:49	2162	bus	86	50.506008	50.969894000000004
170590	2015-05-12 12:47:09	2162	bus	86	50.506393	50.968789
170591	2015-05-12 12:47:49	2162	bus	86	50.504757	50.967775
170592	2015-05-12 12:48:09	2162	bus	86	50.504267999999996	50.967679
170593	2015-05-12 12:48:29	2162	bus	86	50.504065999999995	50.967645000000005
170594	2015-05-12 12:49:29	2162	bus	86	50.503917	50.967620000000004
170595	2015-05-12 12:49:49	2162	bus	86	50.503921000000005	50.963215999999996
170596	2015-05-12 12:50:09	2162	bus	86	50.504001	50.960696
170597	2015-05-12 12:50:29	2162	bus	86	50.504081	50.958156
170598	2015-05-12 12:50:49	2162	bus	86	50.504135	50.956386
170599	2015-05-12 12:51:29	2162	bus	86	50.504188	50.955117
170600	2015-05-12 12:51:49	2162	bus	86	50.504298999999996	50.951999
170601	2015-05-12 12:52:09	2162	bus	86	50.504490000000004	50.946443
170602	2015-05-12 12:52:29	2162	bus	86	50.504627	50.943271
170603	2015-05-12 12:52:49	2162	bus	86	50.50465	50.942689
170604	2015-05-12 12:53:10	2162	bus	86	50.50489	50.936786
170605	2015-05-12 12:53:30	2162	bus	86	50.504924	50.935912
170606	2015-05-12 12:53:49	2162	bus	86	50.505714000000005	50.936027
170607	2015-05-12 12:54:09	2162	bus	86	50.506557	50.936073
170608	2015-05-12 12:54:29	2162	bus	86	50.50848	50.936162
170609	2015-05-12 12:54:50	2162	bus	86	50.509391	50.936204
170610	2015-05-12 12:55:10	2162	bus	86	50.509879999999995	50.936227
170611	2015-05-12 12:55:32	2162	bus	86	50.511345	50.936296
170612	2015-05-12 12:55:49	2162	bus	86	50.512306	50.93634
170613	2015-05-12 12:56:10	2162	bus	86	50.513981	50.936417999999996
170614	2015-05-12 12:56:29	2162	bus	86	50.514244	50.936431
170615	2015-05-12 12:56:49	2162	bus	86	50.515075	50.936488
170616	2015-05-12 12:57:49	2162	bus	86	50.516033	50.936664
170617	2015-05-12 12:58:10	2162	bus	86	50.517658000000004	50.937753
170618	2015-05-12 12:58:29	2162	bus	86	50.518619	50.937799
170619	2015-05-12 12:58:49	2162	bus	86	50.521244	50.937921
170620	2015-05-12 12:59:10	2162	bus	86	50.521423	50.937928
170621	2015-05-12 12:59:29	2162	bus	86	50.522068	50.937961
170622	2015-05-12 12:59:49	2162	bus	86	50.524021000000005	50.938054
170623	2015-05-12 13:00:10	2162	bus	86	50.524135	50.938083
170624	2015-05-12 13:00:31	2162	bus	86	50.524196	50.942457
170625	2015-05-12 13:00:52	2162	bus	86	50.524093	50.947343
170626	2015-05-12 13:01:10	2162	bus	86	50.52409	50.947593
170627	2015-05-12 13:01:30	2162	bus	86	50.524048	50.948259
170628	2015-05-12 13:01:49	2162	bus	86	50.523502	50.950671
170629	2015-05-12 13:02:10	2162	bus	86	50.522484000000006	50.953286
170630	2015-05-12 13:02:30	2162	bus	86	50.522403000000004	50.954988
170631	2015-05-12 13:02:50	2162	bus	86	50.522403000000004	50.955366999999995
170632	2015-05-12 13:03:10	2162	bus	86	50.522918	50.955515999999996
170633	2015-05-12 13:03:50	2162	bus	86	50.524498	50.955486
170634	2015-05-12 13:04:10	2162	bus	86	50.525665000000004	50.955467
170635	2015-05-12 13:05:10	2162	bus	86	50.526184	50.955467999999996
170636	2015-05-12 13:05:49	2162	bus	86	50.52771	50.955621
170637	2015-05-12 13:06:50	2162	bus	86	50.530513	50.95588
170638	2015-05-12 13:07:10	2162	bus	86	50.530609000000005	50.955888
170639	2015-05-12 13:07:31	2162	bus	86	50.530677000000004	50.957933000000004
170640	2015-05-12 13:07:51	2162	bus	86	50.530674	50.958169
170641	2015-05-12 13:08:10	2162	bus	86	50.530662	50.958726
170642	2015-05-12 13:08:31	2162	bus	86	50.530597	50.961925
170643	2015-05-12 13:08:50	2162	bus	86	50.530552	50.964381
170644	2015-05-12 13:09:30	2162	bus	86	50.530521	50.965802000000004
170645	2015-05-12 13:09:50	2162	bus	86	50.530516999999996	50.966104
170646	2015-05-12 13:10:30	2162	bus	86	50.530365	50.972919
170647	2015-05-12 13:10:50	2162	bus	86	50.530319	50.974921
170648	2015-05-12 13:11:30	2162	bus	86	50.530319	50.974920000000004
170649	2015-05-12 13:11:50	2162	bus	86	50.530319	50.974916
170650	2015-05-12 13:12:10	2162	bus	86	50.530319	50.974902
170651	2015-05-12 13:12:30	2162	bus	86	50.530269	50.977428
170652	2015-05-12 13:12:51	2162	bus	86	50.531849	50.979093
170653	2015-05-12 13:13:31	2162	bus	86	50.531994	50.979221
170654	2015-05-12 13:13:50	2162	bus	86	50.532089	50.98018
170655	2015-05-12 13:14:30	2162	bus	86	50.531521000000005	50.98285
170656	2015-05-12 13:14:51	2162	bus	86	50.530601000000004	50.986919
170657	2015-05-12 13:15:10	2162	bus	86	50.530319	50.988151
170658	2015-05-12 13:15:30	2162	bus	86	50.530319	50.988162
170659	2015-05-12 13:15:51	2162	bus	86	50.529678000000004	50.990987
170660	2015-05-12 13:16:15	2162	bus	86	50.529072	50.993671
170661	2015-05-12 13:16:30	2162	bus	86	50.528549	50.995996000000005
170662	2015-05-12 13:17:30	2162	bus	86	50.529297	50.997901
170663	2015-05-12 13:17:51	2162	bus	86	50.529449	50.998121000000005
170664	2015-05-12 13:18:10	2162	bus	86	50.530933000000005	51.000276
170665	2015-05-12 13:18:30	2162	bus	86	50.531406	51.000966
170666	2015-05-12 13:18:50	2162	bus	86	50.531562	51.001193
170667	2015-05-12 13:19:11	2162	bus	86	50.531944	51.001743
170668	2015-05-12 13:19:31	2162	bus	86	50.531859999999995	51.002891
170669	2015-05-12 13:19:50	2162	bus	86	50.531856	51.005596999999995
170670	2015-05-12 13:20:10	2162	bus	86	50.531856	51.006709
170671	2015-05-12 13:20:31	2162	bus	86	50.531856	51.007397999999995
170672	2015-05-12 13:20:51	2162	bus	86	50.531856	51.007808000000004
170673	2015-05-12 13:21:12	2162	bus	86	50.531849	51.010806
170674	2015-05-12 13:21:31	2162	bus	86	50.531852	51.013046
170675	2015-05-12 13:22:30	2162	bus	86	50.531372	51.015195
170676	2015-05-12 13:23:30	2162	bus	86	50.531292	51.015775
170677	2015-05-12 13:23:50	2162	bus	86	50.531849	51.018869
170678	2015-05-12 13:24:14	2162	bus	86	50.531841	51.021182
170679	2015-05-12 13:24:30	2162	bus	86	50.531837	51.02284
170680	2015-05-12 13:24:51	2162	bus	86	50.53183	51.027053
170681	2015-05-12 13:25:11	2162	bus	86	50.53183	51.02711
170682	2015-05-12 13:25:30	2162	bus	86	50.53183	51.028089
170683	2015-05-12 13:25:50	2162	bus	86	50.531818	51.03342
170684	2015-05-12 13:26:11	2162	bus	86	50.531814000000004	51.035804
170685	2015-05-12 13:27:31	2162	bus	86	50.53181	51.037254
170686	2015-05-12 13:27:50	2162	bus	86	50.53181	51.038005
170687	2015-05-12 13:28:10	2162	bus	86	50.531807	51.040984
170688	2015-05-12 13:28:31	2162	bus	86	50.531807	51.04152
170689	2015-05-12 13:28:51	2162	bus	86	50.531803000000004	51.045039
170690	2015-05-12 13:29:10	2162	bus	86	50.531788	51.048225
170691	2015-05-12 13:29:31	2162	bus	86	50.531788	51.048845
170692	2015-05-12 13:29:54	2162	bus	86	50.532973999999996	51.049171
170693	2015-05-12 13:30:50	2162	bus	86	50.532973999999996	51.049171
170694	2015-05-12 13:31:11	2162	bus	86	50.532959000000005	51.049171
170695	2015-05-12 13:31:31	2162	bus	86	50.533317	51.049167
170696	2015-05-12 13:31:51	2162	bus	86	50.533947	51.049157
170697	2015-05-12 13:32:10	2162	bus	86	50.534218	51.049155999999996
170698	2015-05-12 13:32:51	2162	bus	86	50.534282	51.04787
170699	2015-05-12 13:33:11	2162	bus	86	50.534282	51.047588
170700	2015-05-12 13:34:51	2162	bus	86	50.533653	51.047475
170701	2015-05-12 13:35:11	2162	bus	86	50.533359000000004	51.047478999999996
